PNR Number,Train Number,Date of Journey,Class of Travel,Quota,Source Station,Destination Station,Booking Date,Current Status,Number of Passengers,Age of Passengers,Booking Channel,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status,Was Waitlisted
PNR0000002998,57390,2032-11-16,3AC,Premium Tatkal,ASR,CNB,2032-03-17,RAC,1,Adult,Counter,1817,3,10,Express,324,Senior Citizen,No,0,Confirmed,False
PNR0000002999,54162,2032-11-17,1AC,Tatkal,KOAA,BCT,2032-03-18,RAC,3,Adult,IRCTC Website,1188,3,42,Express,110,Defense Quota,No,0,Confirmed,False
PNR0000003000,42452,2032-11-18,Sleeper,Ladies,UMB,UMB,2032-03-19,Confirmed,1,Child,Mobile App,982,11,45,Rajdhani,373,No Special Consideration,No,0,Confirmed,False
PNR0000003001,72744,2032-11-19,3AC,Tatkal,CNB,BBS,2032-03-20,RAC,1,Child,IRCTC Website,628,7,10,Superfast,230,No Special Consideration,Yes,0,Confirmed,False
PNR0000003002,15260,2032-11-20,1AC,Premium Tatkal,SBC,KOAA,2032-03-21,RAC,1,Adult,Counter,444,17,30,Superfast,281,No Special Consideration,No,0,Confirmed,False
PNR0000003003,44077,2032-11-21,1AC,Premium Tatkal,ADI,JHS,2032-03-22,Confirmed,5,Adult,IRCTC Website,694,15,35,Express,212,No Special Consideration,No,0,Confirmed,False
PNR0000003004,21441,2032-11-22,Sleeper,Tatkal,MAS,KOAA,2032-03-23,RAC,2,Child,IRCTC Website,1100,14,27,Superfast,411,Defense Quota,No,0,Confirmed,False
PNR0000003005,75142,2032-11-23,1AC,Premium Tatkal,KOAA,JP,2032-03-24,Confirmed,2,Child,Mobile App,1954,12,39,Superfast,225,No Special Consideration,Yes,0,Confirmed,False
PNR0000003006,47544,2032-11-24,1AC,Tatkal,HWH,LKO,2032-03-25,Waitlisted,3,Senior Citizen,Mobile App,594,3,20,Superfast,121,Defense Quota,Yes,23,Not Confirmed,True
PNR0000003007,70495,2032-11-25,Sleeper,Premium Tatkal,CSMT,BBS,2032-03-26,Confirmed,3,Adult,IRCTC Website,614,8,37,Rajdhani,279,Senior Citizen,No,0,Confirmed,False
PNR0000003008,81857,2032-11-26,1AC,General,JHS,BBS,2032-03-27,Confirmed,5,Adult,IRCTC Website,168,8,47,Shatabdi,170,Defense Quota,Yes,0,Confirmed,False
PNR0000003009,62410,2032-11-27,2AC,Premium Tatkal,ASR,PNBE,2032-03-28,RAC,4,Adult,Counter,155,10,41,Shatabdi,360,Senior Citizen,Yes,0,Confirmed,False
PNR0000003010,38496,2032-11-28,Sleeper,General,JU,JU,2032-03-29,Confirmed,2,Adult,Counter,1642,3,10,Express,388,Senior Citizen,Yes,0,Confirmed,False
PNR0000003011,59011,2032-11-29,1AC,Ladies,HWH,SC,2032-03-30,RAC,1,Child,Counter,1850,13,15,Superfast,57,Senior Citizen,No,0,Confirmed,False
PNR0000003012,28127,2032-11-30,Sleeper,Ladies,JP,LTT,2032-03-31,Confirmed,4,Child,Counter,880,16,18,Superfast,87,No Special Consideration,Yes,0,Confirmed,False
PNR0000003013,27349,2032-12-01,1AC,Premium Tatkal,JP,BBS,2032-04-01,Waitlisted,2,Adult,Counter,98,7,31,Express,454,No Special Consideration,Yes,84,Not Confirmed,True
PNR0000003014,42949,2032-12-02,1AC,General,LTT,NJP,2032-04-02,RAC,4,Adult,Mobile App,962,12,45,Superfast,228,Senior Citizen,Yes,0,Confirmed,False
PNR0000003015,94652,2032-12-03,Sleeper,General,CSMT,PNBE,2032-04-03,Confirmed,4,Adult,IRCTC Website,1426,2,17,Superfast,413,Senior Citizen,Yes,0,Confirmed,False
PNR0000003016,17242,2032-12-04,3AC,Tatkal,LTT,ASR,2032-04-04,Confirmed,1,Adult,Mobile App,1050,19,18,Rajdhani,157,Senior Citizen,No,0,Confirmed,False
PNR0000003017,84184,2032-12-05,2AC,General,JP,BSB,2032-04-05,RAC,5,Senior Citizen,Counter,1425,5,30,Shatabdi,86,No Special Consideration,No,0,Confirmed,False
PNR0000003018,92650,2032-12-06,3AC,Premium Tatkal,BCT,NJP,2032-04-06,RAC,3,Senior Citizen,IRCTC Website,1929,7,37,Rajdhani,193,Senior Citizen,Yes,0,Confirmed,False
PNR0000003019,29081,2032-12-07,2AC,Premium Tatkal,MMCT,CSMT,2032-04-07,Confirmed,5,Child,Mobile App,511,2,27,Express,211,No Special Consideration,No,0,Confirmed,False
PNR0000003020,11862,2032-12-08,1AC,Ladies,HWH,PNBE,2032-04-08,RAC,3,Child,Counter,516,9,6,Shatabdi,251,Defense Quota,No,0,Confirmed,False
PNR0000003021,31807,2032-12-09,3AC,Tatkal,JU,NJP,2032-04-09,RAC,4,Child,IRCTC Website,888,3,43,Shatabdi,276,No Special Consideration,No,0,Confirmed,False
PNR0000003022,61508,2032-12-10,3AC,Ladies,MAS,MMCT,2032-04-10,Waitlisted,2,Child,Mobile App,135,8,46,Superfast,159,Defense Quota,Yes,128,Not Confirmed,True
PNR0000003023,33170,2032-12-11,Sleeper,Tatkal,JU,CNB,2032-04-11,Confirmed,2,Senior Citizen,Mobile App,1523,17,32,Superfast,403,No Special Consideration,Yes,0,Confirmed,False
PNR0000003024,53883,2032-12-12,Sleeper,Tatkal,JHS,NDLS,2032-04-12,Waitlisted,2,Senior Citizen,IRCTC Website,1284,13,45,Express,355,Defense Quota,No,95,Not Confirmed,True
PNR0000003025,92062,2032-12-13,3AC,Ladies,NDLS,NDLS,2032-04-13,Confirmed,4,Child,IRCTC Website,1059,2,32,Rajdhani,244,Senior Citizen,No,0,Confirmed,False
PNR0000003026,93407,2032-12-14,2AC,Premium Tatkal,JP,BSB,2032-04-14,Waitlisted,4,Senior Citizen,Counter,1816,14,23,Express,304,Defense Quota,Yes,72,Not Confirmed,True
PNR0000003027,61441,2032-12-15,1AC,Premium Tatkal,SBC,MMCT,2032-04-15,Confirmed,3,Senior Citizen,Counter,341,7,17,Rajdhani,205,Defense Quota,No,0,Confirmed,False
PNR0000003028,14524,2032-12-16,1AC,Ladies,JHS,MMCT,2032-04-16,RAC,5,Senior Citizen,Counter,812,12,19,Rajdhani,70,No Special Consideration,Yes,0,Confirmed,False
PNR0000003029,96611,2032-12-17,Sleeper,Ladies,JU,NDLS,2032-04-17,RAC,4,Child,IRCTC Website,1285,17,33,Rajdhani,177,Defense Quota,No,0,Confirmed,False
PNR0000003030,83173,2032-12-18,1AC,Tatkal,ADI,BBS,2032-04-18,Confirmed,3,Senior Citizen,Mobile App,727,12,16,Express,445,Senior Citizen,No,0,Confirmed,False
PNR0000003031,92905,2032-12-19,1AC,Premium Tatkal,SC,GKP,2032-04-19,Confirmed,5,Child,Counter,620,11,13,Express,246,Senior Citizen,No,0,Confirmed,False
PNR0000003032,99869,2032-12-20,2AC,Ladies,SBC,JU,2032-04-20,RAC,1,Child,Mobile App,1145,16,42,Rajdhani,491,Defense Quota,Yes,0,Confirmed,False
PNR0000003033,98091,2032-12-21,2AC,Tatkal,JU,PNBE,2032-04-21,Waitlisted,5,Child,Counter,1612,15,34,Rajdhani,137,Defense Quota,No,19,Not Confirmed,True
PNR0000003034,23234,2032-12-22,1AC,Tatkal,HWH,KOAA,2032-04-22,Waitlisted,2,Adult,IRCTC Website,975,14,3,Superfast,483,Senior Citizen,No,162,Not Confirmed,True
PNR0000003035,81718,2032-12-23,3AC,Premium Tatkal,LTT,JU,2032-04-23,RAC,5,Senior Citizen,Counter,309,19,43,Shatabdi,378,No Special Consideration,Yes,0,Confirmed,False
PNR0000003036,60160,2032-12-24,2AC,General,BBS,KOAA,2032-04-24,Confirmed,2,Child,Counter,1137,2,5,Express,20,Defense Quota,Yes,0,Confirmed,False
PNR0000003037,47469,2032-12-25,2AC,Tatkal,BSB,SBC,2032-04-25,Confirmed,4,Child,Mobile App,1969,13,40,Rajdhani,68,No Special Consideration,Yes,0,Confirmed,False
PNR0000003038,34788,2032-12-26,2AC,Ladies,SBC,JU,2032-04-26,RAC,1,Adult,Counter,684,12,29,Rajdhani,298,Senior Citizen,No,0,Confirmed,False
PNR0000003039,39360,2032-12-27,1AC,General,ASR,ADI,2032-04-27,Waitlisted,4,Adult,IRCTC Website,444,6,35,Rajdhani,175,Senior Citizen,Yes,164,Not Confirmed,True
PNR0000003040,65406,2032-12-28,1AC,Premium Tatkal,CSMT,SC,2032-04-28,Waitlisted,2,Child,Counter,933,16,34,Superfast,265,Senior Citizen,Yes,73,Not Confirmed,True
PNR0000003041,93245,2032-12-29,3AC,General,LKO,NDLS,2032-04-29,Waitlisted,2,Adult,Counter,84,10,31,Superfast,155,Defense Quota,Yes,134,Not Confirmed,True
PNR0000003042,66636,2032-12-30,2AC,Ladies,LKO,BSB,2032-04-30,Confirmed,1,Child,Mobile App,276,2,10,Express,173,Senior Citizen,Yes,0,Confirmed,False
PNR0000003043,32344,2032-12-31,2AC,Premium Tatkal,ADI,ASR,2032-05-01,Waitlisted,3,Adult,IRCTC Website,1535,16,37,Express,62,No Special Consideration,No,125,Not Confirmed,True
PNR0000003044,51789,2033-01-01,Sleeper,Tatkal,MAS,UMB,2032-05-02,RAC,5,Child,Mobile App,1349,8,32,Rajdhani,167,Defense Quota,No,0,Confirmed,False
PNR0000003045,78608,2033-01-02,1AC,Premium Tatkal,SC,JHS,2032-05-03,RAC,5,Senior Citizen,Mobile App,904,9,40,Shatabdi,176,No Special Consideration,Yes,0,Confirmed,False
PNR0000003046,90242,2033-01-03,3AC,Ladies,PNBE,JHS,2032-05-04,RAC,2,Senior Citizen,Counter,1781,2,14,Rajdhani,144,Senior Citizen,No,0,Confirmed,False
PNR0000003047,56888,2033-01-04,3AC,Premium Tatkal,JP,PNBE,2032-05-05,Waitlisted,2,Child,Mobile App,831,3,30,Superfast,20,Senior Citizen,Yes,56,Not Confirmed,True
PNR0000003048,77876,2033-01-05,3AC,Tatkal,NJP,CNB,2032-05-06,Waitlisted,1,Adult,IRCTC Website,1425,11,30,Rajdhani,445,Defense Quota,Yes,76,Not Confirmed,True
PNR0000003049,31859,2033-01-06,3AC,General,CSMT,HWH,2032-05-07,Waitlisted,4,Adult,IRCTC Website,1070,9,14,Shatabdi,80,Senior Citizen,Yes,143,Not Confirmed,True
PNR0000003050,73384,2033-01-07,1AC,Ladies,CNB,CSMT,2032-05-08,Confirmed,4,Adult,Counter,212,16,41,Express,371,Defense Quota,No,0,Confirmed,False
PNR0000003051,61273,2033-01-08,3AC,Premium Tatkal,CSMT,BBS,2032-05-09,Waitlisted,5,Senior Citizen,IRCTC Website,1915,9,22,Rajdhani,460,Defense Quota,Yes,33,Not Confirmed,True
PNR0000003052,78783,2033-01-09,2AC,General,ASR,ADI,2032-05-10,RAC,1,Senior Citizen,Counter,481,10,36,Express,194,Senior Citizen,Yes,0,Confirmed,False
PNR0000003053,23700,2033-01-10,3AC,General,NJP,JHS,2032-05-11,Waitlisted,2,Child,Counter,177,15,24,Express,476,No Special Consideration,No,161,Not Confirmed,True
PNR0000003054,43905,2033-01-11,2AC,Premium Tatkal,GKP,LTT,2032-05-12,RAC,2,Child,IRCTC Website,139,2,7,Superfast,91,Senior Citizen,Yes,0,Confirmed,False
PNR0000003055,11090,2033-01-12,2AC,Premium Tatkal,LKO,ASR,2032-05-13,Confirmed,4,Child,IRCTC Website,356,19,31,Express,320,Senior Citizen,Yes,0,Confirmed,False
PNR0000003056,91158,2033-01-13,2AC,Premium Tatkal,BSB,LTT,2032-05-14,Confirmed,3,Child,IRCTC Website,742,9,14,Rajdhani,150,Defense Quota,Yes,0,Confirmed,False
PNR0000003057,64823,2033-01-14,3AC,General,LTT,CNB,2032-05-15,RAC,3,Child,Mobile App,1590,19,23,Shatabdi,318,Defense Quota,No,0,Confirmed,False
PNR0000003058,84480,2033-01-15,Sleeper,Premium Tatkal,HWH,NDLS,2032-05-16,Confirmed,1,Child,Mobile App,336,19,29,Rajdhani,358,No Special Consideration,Yes,0,Confirmed,False
PNR0000003059,57040,2033-01-16,Sleeper,Premium Tatkal,MMCT,NDLS,2032-05-17,Confirmed,1,Child,Mobile App,1628,15,43,Superfast,458,Senior Citizen,Yes,0,Confirmed,False
PNR0000003060,72718,2033-01-17,2AC,Ladies,BCT,LKO,2032-05-18,RAC,5,Child,IRCTC Website,709,14,43,Superfast,107,No Special Consideration,Yes,0,Confirmed,False
PNR0000003061,86734,2033-01-18,1AC,General,JP,LKO,2032-05-19,Confirmed,4,Adult,Counter,1387,15,3,Express,306,Defense Quota,No,0,Confirmed,False
PNR0000003062,20158,2033-01-19,3AC,Tatkal,CSMT,LKO,2032-05-20,Waitlisted,2,Senior Citizen,IRCTC Website,586,16,18,Rajdhani,94,Senior Citizen,Yes,125,Not Confirmed,True
PNR0000003063,56287,2033-01-20,3AC,Ladies,HWH,UMB,2032-05-21,Confirmed,3,Child,Counter,1168,3,28,Express,296,Senior Citizen,Yes,0,Confirmed,False
PNR0000003064,38161,2033-01-21,1AC,Ladies,BSB,JP,2032-05-22,Waitlisted,2,Senior Citizen,Mobile App,1610,4,16,Rajdhani,366,No Special Consideration,No,92,Not Confirmed,True
PNR0000003065,40239,2033-01-22,2AC,Tatkal,CNB,CNB,2032-05-23,Confirmed,1,Adult,Counter,1816,2,24,Shatabdi,329,No Special Consideration,No,0,Confirmed,False
PNR0000003066,66647,2033-01-23,Sleeper,Ladies,BSB,BCT,2032-05-24,Confirmed,3,Senior Citizen,IRCTC Website,1036,19,33,Superfast,113,Defense Quota,Yes,0,Confirmed,False
PNR0000003067,47886,2033-01-24,2AC,Premium Tatkal,JU,NDLS,2032-05-25,Waitlisted,2,Adult,IRCTC Website,1052,7,33,Express,27,Senior Citizen,Yes,134,Not Confirmed,True
PNR0000003068,66700,2033-01-25,3AC,General,LTT,GKP,2032-05-26,Waitlisted,2,Senior Citizen,Mobile App,706,9,3,Express,483,No Special Consideration,No,192,Not Confirmed,True
PNR0000003069,32997,2033-01-26,3AC,Tatkal,PNBE,PNBE,2032-05-27,Waitlisted,3,Adult,IRCTC Website,1333,4,5,Rajdhani,270,Senior Citizen,No,29,Not Confirmed,True
PNR0000003070,10650,2033-01-27,Sleeper,Premium Tatkal,GKP,MMCT,2032-05-28,RAC,3,Child,Mobile App,980,11,25,Superfast,93,Defense Quota,Yes,0,Confirmed,False
PNR0000003071,94036,2033-01-28,3AC,General,CNB,BBS,2032-05-29,Waitlisted,2,Senior Citizen,IRCTC Website,287,6,22,Express,498,No Special Consideration,No,58,Not Confirmed,True
PNR0000003072,50282,2033-01-29,2AC,Tatkal,BBS,CSMT,2032-05-30,Confirmed,1,Child,Mobile App,748,15,46,Superfast,268,No Special Consideration,Yes,0,Confirmed,False
PNR0000003073,29364,2033-01-30,Sleeper,Premium Tatkal,MMCT,ASR,2032-05-31,RAC,1,Child,Mobile App,337,9,36,Express,121,Senior Citizen,Yes,0,Confirmed,False
PNR0000003074,15355,2033-01-31,3AC,Ladies,BCT,UMB,2032-06-01,Waitlisted,2,Adult,Mobile App,285,10,15,Shatabdi,494,Defense Quota,Yes,32,Not Confirmed,True
PNR0000003075,86802,2033-02-01,2AC,Ladies,LKO,BSB,2032-06-02,Waitlisted,2,Adult,Mobile App,1569,6,28,Express,467,Defense Quota,Yes,31,Not Confirmed,True
PNR0000003076,52044,2033-02-02,1AC,General,BBS,ASR,2032-06-03,Waitlisted,2,Adult,Mobile App,1420,5,15,Rajdhani,322,Senior Citizen,No,57,Not Confirmed,True
PNR0000003077,41084,2033-02-03,2AC,General,LKO,UMB,2032-06-04,RAC,3,Child,Mobile App,326,8,36,Express,292,Defense Quota,Yes,0,Confirmed,False
PNR0000003078,23714,2033-02-04,3AC,Ladies,GKP,ASR,2032-06-05,RAC,4,Adult,IRCTC Website,91,10,47,Superfast,91,Defense Quota,Yes,0,Confirmed,False
PNR0000003079,33176,2033-02-05,1AC,Premium Tatkal,BSB,JU,2032-06-06,RAC,5,Child,Counter,1526,14,37,Rajdhani,206,No Special Consideration,No,0,Confirmed,False
PNR0000003080,55926,2033-02-06,1AC,General,ADI,ASR,2032-06-07,Confirmed,3,Adult,IRCTC Website,470,5,46,Rajdhani,307,No Special Consideration,Yes,0,Confirmed,False
PNR0000003081,83904,2033-02-07,Sleeper,Ladies,BSB,LTT,2032-06-08,Confirmed,5,Adult,Mobile App,348,4,15,Superfast,301,Defense Quota,No,0,Confirmed,False
PNR0000003082,34261,2033-02-08,1AC,General,JU,UMB,2032-06-09,Waitlisted,4,Child,IRCTC Website,630,14,35,Rajdhani,60,No Special Consideration,No,24,Not Confirmed,True
PNR0000003083,12965,2033-02-09,1AC,Premium Tatkal,NJP,MMCT,2032-06-10,RAC,3,Senior Citizen,IRCTC Website,839,8,25,Express,269,Senior Citizen,No,0,Confirmed,False
PNR0000003084,73561,2033-02-10,3AC,Tatkal,MAS,JHS,2032-06-11,Confirmed,3,Child,Counter,1456,16,35,Superfast,434,Defense Quota,No,0,Confirmed,False
PNR0000003085,99271,2033-02-11,3AC,Premium Tatkal,LTT,NDLS,2032-06-12,RAC,4,Adult,IRCTC Website,814,19,33,Rajdhani,260,Defense Quota,Yes,0,Confirmed,False
PNR0000003086,16195,2033-02-12,Sleeper,Tatkal,PNBE,GKP,2032-06-13,Waitlisted,2,Senior Citizen,IRCTC Website,1778,15,3,Shatabdi,421,Defense Quota,No,171,Not Confirmed,True
PNR0000003087,23012,2033-02-13,1AC,General,BCT,UMB,2032-06-14,Confirmed,5,Adult,IRCTC Website,1742,12,11,Shatabdi,493,Defense Quota,Yes,0,Confirmed,False
PNR0000003088,32781,2033-02-14,2AC,Ladies,ADI,LKO,2032-06-15,Confirmed,4,Adult,IRCTC Website,287,4,25,Superfast,419,Senior Citizen,Yes,0,Confirmed,False
PNR0000003089,70825,2033-02-15,1AC,Tatkal,JU,JU,2032-06-16,Confirmed,1,Adult,IRCTC Website,302,8,19,Rajdhani,412,Senior Citizen,Yes,0,Confirmed,False
PNR0000003090,12458,2033-02-16,2AC,Premium Tatkal,GKP,HWH,2032-06-17,Waitlisted,4,Adult,Counter,1831,3,5,Superfast,404,Defense Quota,Yes,133,Not Confirmed,True
PNR0000003091,91868,2033-02-17,1AC,Tatkal,JU,ADI,2032-06-18,Confirmed,2,Adult,Mobile App,275,6,47,Superfast,337,Senior Citizen,No,0,Confirmed,False
PNR0000003092,26918,2033-02-18,3AC,Ladies,PNBE,JHS,2032-06-19,Confirmed,1,Child,Mobile App,1670,10,17,Rajdhani,429,Defense Quota,No,0,Confirmed,False
PNR0000003093,41909,2033-02-19,1AC,Ladies,ASR,JU,2032-06-20,Waitlisted,3,Child,IRCTC Website,1218,10,10,Shatabdi,406,No Special Consideration,No,29,Not Confirmed,True
PNR0000003094,90725,2033-02-20,3AC,General,NDLS,JU,2032-06-21,Confirmed,2,Child,IRCTC Website,764,15,21,Rajdhani,488,Senior Citizen,No,0,Confirmed,False
PNR0000003095,20295,2033-02-21,1AC,Premium Tatkal,SBC,LKO,2032-06-22,RAC,3,Senior Citizen,IRCTC Website,968,9,33,Rajdhani,24,Senior Citizen,Yes,0,Confirmed,False
PNR0000003096,84527,2033-02-22,2AC,Premium Tatkal,LTT,MAS,2032-06-23,RAC,2,Adult,Counter,1754,17,21,Express,468,No Special Consideration,No,0,Confirmed,False
PNR0000003097,26801,2033-02-23,1AC,Tatkal,MAS,HWH,2032-06-24,Confirmed,2,Adult,Mobile App,216,9,4,Rajdhani,430,No Special Consideration,Yes,0,Confirmed,False
PNR0000003098,18804,2033-02-24,1AC,Tatkal,KOAA,SC,2032-06-25,Waitlisted,5,Adult,IRCTC Website,1462,15,11,Rajdhani,347,No Special Consideration,Yes,135,Not Confirmed,True
PNR0000003099,10753,2033-02-25,3AC,Tatkal,ASR,UMB,2032-06-26,Waitlisted,2,Senior Citizen,IRCTC Website,1254,7,37,Shatabdi,146,Defense Quota,Yes,158,Not Confirmed,True
PNR0000003100,26740,2033-02-26,2AC,Ladies,GKP,ADI,2032-06-27,RAC,4,Senior Citizen,Counter,426,2,8,Shatabdi,113,Defense Quota,Yes,0,Confirmed,False
PNR0000003101,99012,2033-02-27,3AC,Tatkal,JHS,JP,2032-06-28,Confirmed,1,Adult,Mobile App,468,11,33,Shatabdi,380,No Special Consideration,Yes,0,Confirmed,False
PNR0000003102,46000,2033-02-28,Sleeper,Ladies,JHS,JP,2032-06-29,RAC,1,Adult,Mobile App,1985,11,31,Superfast,36,No Special Consideration,Yes,0,Confirmed,False
PNR0000003103,82010,2033-03-01,3AC,Ladies,BSB,CNB,2032-06-30,Waitlisted,1,Child,Counter,343,8,15,Rajdhani,214,Defense Quota,Yes,62,Not Confirmed,True
PNR0000003104,97199,2033-03-02,1AC,Ladies,NJP,JHS,2032-07-01,Waitlisted,5,Child,Mobile App,1497,17,32,Shatabdi,202,Senior Citizen,Yes,100,Not Confirmed,True
PNR0000003105,25412,2033-03-03,3AC,Tatkal,GKP,BCT,2032-07-02,RAC,3,Child,Mobile App,1947,17,41,Superfast,393,No Special Consideration,Yes,0,Confirmed,False
PNR0000003106,35495,2033-03-04,Sleeper,General,SBC,UMB,2032-07-03,RAC,4,Senior Citizen,IRCTC Website,919,15,8,Superfast,499,Defense Quota,No,0,Confirmed,False
PNR0000003107,86475,2033-03-05,2AC,Premium Tatkal,JP,BSB,2032-07-04,Waitlisted,3,Senior Citizen,IRCTC Website,1907,13,23,Superfast,343,Senior Citizen,No,89,Not Confirmed,True
PNR0000003108,65198,2033-03-06,Sleeper,Tatkal,MMCT,SC,2032-07-05,Confirmed,2,Child,IRCTC Website,589,19,34,Superfast,484,Senior Citizen,No,0,Confirmed,False
PNR0000003109,34571,2033-03-07,1AC,Ladies,JU,BBS,2032-07-06,Confirmed,2,Senior Citizen,Mobile App,981,7,35,Rajdhani,486,Senior Citizen,Yes,0,Confirmed,False
PNR0000003110,15393,2033-03-08,2AC,Tatkal,HWH,JP,2032-07-07,Waitlisted,5,Child,Counter,1893,17,42,Superfast,475,Defense Quota,No,156,Not Confirmed,True
PNR0000003111,35676,2033-03-09,3AC,Premium Tatkal,JHS,BSB,2032-07-08,Confirmed,2,Adult,IRCTC Website,1753,7,9,Rajdhani,223,No Special Consideration,Yes,0,Confirmed,False
PNR0000003112,61279,2033-03-10,2AC,Tatkal,UMB,SC,2032-07-09,RAC,1,Senior Citizen,Counter,297,3,38,Express,401,Senior Citizen,No,0,Confirmed,False
PNR0000003113,12917,2033-03-11,Sleeper,Ladies,BSB,NJP,2032-07-10,Confirmed,5,Adult,IRCTC Website,898,15,29,Superfast,188,No Special Consideration,No,0,Confirmed,False
PNR0000003114,85497,2033-03-12,1AC,Ladies,BBS,JP,2032-07-11,Waitlisted,5,Child,IRCTC Website,1493,19,27,Superfast,277,No Special Consideration,No,61,Not Confirmed,True
PNR0000003115,52128,2033-03-13,Sleeper,Tatkal,BBS,PNBE,2032-07-12,Confirmed,5,Adult,Mobile App,188,2,30,Express,352,Senior Citizen,No,0,Confirmed,False
PNR0000003116,14633,2033-03-14,1AC,Ladies,JHS,NDLS,2032-07-13,RAC,3,Child,IRCTC Website,630,10,25,Express,121,Defense Quota,Yes,0,Confirmed,False
PNR0000003117,38825,2033-03-15,1AC,General,BBS,NJP,2032-07-14,Confirmed,2,Adult,Counter,1930,5,11,Superfast,444,Defense Quota,No,0,Confirmed,False
PNR0000003118,81822,2033-03-16,3AC,Tatkal,JHS,LTT,2032-07-15,Confirmed,3,Senior Citizen,IRCTC Website,1353,3,12,Superfast,90,Senior Citizen,No,0,Confirmed,False
PNR0000003119,23790,2033-03-17,3AC,Tatkal,MAS,ASR,2032-07-16,Confirmed,1,Adult,Mobile App,1170,8,5,Rajdhani,244,Senior Citizen,Yes,0,Confirmed,False
PNR0000003120,50141,2033-03-18,2AC,General,PNBE,NDLS,2032-07-17,Confirmed,2,Child,IRCTC Website,591,17,33,Express,454,No Special Consideration,No,0,Confirmed,False
PNR0000003121,47272,2033-03-19,2AC,Ladies,LTT,ASR,2032-07-18,Confirmed,1,Senior Citizen,Mobile App,1700,3,25,Shatabdi,200,No Special Consideration,Yes,0,Confirmed,False
PNR0000003122,37007,2033-03-20,3AC,Premium Tatkal,NJP,CSMT,2032-07-19,Confirmed,5,Senior Citizen,Mobile App,1583,15,27,Superfast,285,Senior Citizen,Yes,0,Confirmed,False
PNR0000003123,18332,2033-03-21,3AC,General,MAS,LKO,2032-07-20,RAC,3,Adult,Counter,391,4,22,Express,97,No Special Consideration,Yes,0,Confirmed,False
PNR0000003124,25979,2033-03-22,Sleeper,Ladies,SBC,BSB,2032-07-21,RAC,2,Child,Mobile App,1630,4,29,Express,24,Senior Citizen,Yes,0,Confirmed,False
PNR0000003125,38947,2033-03-23,2AC,General,MAS,CSMT,2032-07-22,RAC,5,Senior Citizen,IRCTC Website,194,5,15,Rajdhani,137,Senior Citizen,Yes,0,Confirmed,False
PNR0000003126,38600,2033-03-24,Sleeper,Tatkal,MMCT,UMB,2032-07-23,RAC,3,Senior Citizen,IRCTC Website,1402,17,27,Superfast,406,Senior Citizen,Yes,0,Confirmed,False
PNR0000003127,43367,2033-03-25,Sleeper,Ladies,SBC,UMB,2032-07-24,Confirmed,4,Senior Citizen,Mobile App,777,12,37,Express,333,No Special Consideration,No,0,Confirmed,False
PNR0000003128,34533,2033-03-26,2AC,Ladies,BBS,NJP,2032-07-25,Waitlisted,4,Adult,Counter,1733,10,18,Superfast,184,Senior Citizen,Yes,84,Not Confirmed,True
PNR0000003129,21493,2033-03-27,1AC,Ladies,JP,BSB,2032-07-26,Confirmed,4,Child,Mobile App,394,10,12,Rajdhani,478,No Special Consideration,Yes,0,Confirmed,False
PNR0000003130,25942,2033-03-28,1AC,Premium Tatkal,PNBE,GKP,2032-07-27,RAC,2,Child,Counter,573,7,11,Shatabdi,439,No Special Consideration,No,0,Confirmed,False
PNR0000003131,78620,2033-03-29,Sleeper,Premium Tatkal,LTT,HWH,2032-07-28,Confirmed,3,Senior Citizen,IRCTC Website,935,4,44,Express,153,No Special Consideration,No,0,Confirmed,False
PNR0000003132,88960,2033-03-30,Sleeper,Premium Tatkal,BBS,BCT,2032-07-29,RAC,1,Adult,IRCTC Website,451,10,5,Express,231,No Special Consideration,No,0,Confirmed,False
PNR0000003133,93766,2033-03-31,3AC,General,KOAA,NDLS,2032-07-30,Waitlisted,1,Child,Mobile App,1854,12,28,Shatabdi,443,No Special Consideration,Yes,111,Not Confirmed,True
PNR0000003134,88081,2033-04-01,1AC,Tatkal,ADI,SBC,2032-07-31,Waitlisted,2,Adult,Mobile App,1611,3,21,Express,384,No Special Consideration,Yes,57,Not Confirmed,True
PNR0000003135,71660,2033-04-02,Sleeper,Ladies,NDLS,NJP,2032-08-01,Waitlisted,5,Adult,IRCTC Website,676,14,34,Superfast,321,Senior Citizen,Yes,149,Not Confirmed,True
PNR0000003136,96591,2033-04-03,Sleeper,Premium Tatkal,BBS,MAS,2032-08-02,Confirmed,4,Senior Citizen,IRCTC Website,1019,12,41,Shatabdi,330,Senior Citizen,No,0,Confirmed,False
PNR0000003137,53184,2033-04-04,Sleeper,Tatkal,MAS,ASR,2032-08-03,RAC,5,Senior Citizen,Counter,829,4,29,Rajdhani,446,Defense Quota,Yes,0,Confirmed,False
PNR0000003138,98763,2033-04-05,3AC,Tatkal,MMCT,HWH,2032-08-04,Waitlisted,4,Senior Citizen,IRCTC Website,626,15,17,Express,112,Defense Quota,No,39,Not Confirmed,True
